# presynaptic cell type	cell ID	spike times
L2_B2	115	263.96021757,
L2_B2	130	290.581184662,
L2_B2	137	217.092317037,
L2_B2	151	215.06063438,
L2_B2	160	107.159282288,
L2_B2	162	168.853681595,289.151775795,
L2_B2	166	331.431997325,
L2_B2	169	156.812562085,
L2_B2	176	79.2597301033,
L2_B2	192	131.018557657,
L2_B2	201	27.0500455061,
L2_B2	203	30.7551977826,
L2_B2	204	151.049915316,
L2_B2	214	287.48399864,
L2_B2	225	113.370725677,
L2_B2	228	267.639449948,
L2_B2	229	235.989115168,
L2_B2	233	230.763270899,
L2_B2	234	175.031408186,
L2_B2	235	1.48512397213,
L2_B2	242	99.1016175759,
L2_B2	244	239.166462791,
L2_B2	251	241.024843748,
L2_B2	254	243.365873948,
L2_B2	255	78.3033330622,
L2_B2	258	92.4802346384,
L2_B2	267	24.8134773161,
L2_B2	278	278.358288174,
L2_B3	18	63.9405800318,
L2_B3	27	290.57698304,
L2_B3	28	131.620915533,
L2_B3	29	243.796762982,
L2_B3	47	219.624043372,
L2_B3	48	204.561618169,
L2_B3	56	211.087273728,
L2_B3	69	36.3342610532,
L2_B3	72	259.397074635,
L2_B3	75	3.78613149955,
L2_B3	78	160.557413902,
L2_B3	80	142.975957845,
L2_B3	84	152.883408286,
L2_B3	85	290.040955149,
