t	Vm run 00	Vm run 01	            
103.65	-78.5390752161	-76.78382233
103.675	-78.5406998699	-76.7896506
103.7	-78.540860619	-76.7963515428
103.725	-78.5395205834	-76.8038962
103.75	-78.5367157789	-76.81225268
103.775	-78.5325444621	-76.8213866
103.8	-78.5271518136	-76.831262706
103.825	-78.5207138998	-76.8418436
103.85	-78.5134232068	-76.85308966
103.875	-78.5054767923	-76.8649555
103.9	-78.4970672986	-76.877389864
103.925	-78.4883766249	-76.8903339
103.95	-78.4795718534	-76.90372348
103.975	-78.4708029674	-76.9174908
104.0	-78.4622019232	-76.931567966
104.025	-78.4538826959	-76.9458889
104.05	-78.4459419893	-76.96039280
104.075	-78.4384603694	-76.9750251
104.1	-78.4315036393	-76.989738946
104.125	-78.4251243239	-77.0044951
104.15	-78.4193631722	-77.01926242
104.175	-78.4142506144	-77.0340162
104.2	-78.4098081341	-77.048738459
104.225	-78.4060495337	-77.0634160
104.25	-78.40298208	-77.0780403567
104.275	-78.4006075288	-77.0926058
104.3	-78.3989230298	-77.107109464
104.325	-78.3979219192	-77.1215498
104.35	-78.3975944073	-77.13592668
104.375	-78.3979281715	-77.1502401
104.4	-78.3989088647	-77.164490387
104.425	-78.4005205488	-77.1786775
104.45	-78.4027460631	-77.19280071
104.475	-78.4055673357	-77.2068580
104.5	-78.4089656471	-77.220717657
104.525	-78.4129218513	-77.2340759
104.55	-78.4174165619	-77.24652402
104.575	-78.4224303079	-77.2576451
104.6	-78.4279436631	-77.267088612
104.625	-78.4339373538	-77.2745829
104.65	-78.440392348	-77.279920210
104.675	-78.4472899269	-77.2829434
104.7	-78.4546117444	-77.283547984
104.725	-78.4623398727	-77.2816890
104.75	-78.4704568383	-77.27738829
104.775	-78.4789456489	-77.2707337
104.8	-78.4877898126	-77.26187314	
104.825	-78.4969733493	-77.2510028
104.85	-78.5064807983	-77.23835391
104.875	-78.5162972186	-77.2241782
104.9	-78.5264081874	-77.208736322
104.925	-78.5367997931	-77.1922863
104.95	-78.547458627	-77.175076750
