# synapse type	synapse ID	soma distance	section ID	section pt ID	dendrite label	activation times
L1_B2	1	1471.40643962	79	87	ApicalDendrite	226.057113668,
L1_C1	27	1303.54480495	42	3	ApicalDendrite	27.2394606891,
L1_C2	10	1430.07594882	57	64	ApicalDendrite	170.809500277,
L1_C2	18	1424.79564564	57	62	ApicalDendrite	259.919183359,
L1_C2	19	1402.65466523	82	44	ApicalDendrite	160.370738767,259.919183359,
L1_C2	24	1455.30979203	73	18	ApicalDendrite	14.5116708146,
L1_C2	26	1400.57641688	82	43	ApicalDendrite	14.5116708146,
L1_C2	27	1420.09060656	81	62	ApicalDendrite	29.5353752579,
L1_C2	47	1392.0192996	78	38	ApicalDendrite	313.749883097,
L1_C2	53	1366.92083899	43	26	ApicalDendrite	6.0339934473,
L1_C2	63	1397.63537974	49	10	ApicalDendrite	118.557429342,
L1_C2	83	1362.17163571	52	53	ApicalDendrite	101.872155022,
L1_C2	103	1414.51827391	62	125	ApicalDendrite	212.323829905,
L1_C2	106	1413.36593432	60	62	ApicalDendrite	107.192080603,
L1_C2	112	1335.40498102	70	7	ApicalDendrite	5.02581723926,
L1_C2	116	1395.88065105	56	11	ApicalDendrite	256.233288714,
L1_C2	119	1364.40389054	81	33	ApicalDendrite	256.233288714,
L1_C2	127	1240.85639514	51	165	ApicalDendrite	121.071772978,
L1_C2	138	1435.27439984	79	73	ApicalDendrite	321.743661189,
L1_C2	172	1417.44431292	57	59	ApicalDendrite	115.782227867,
L1_C2	176	1448.20617363	64	28	ApicalDendrite	115.782227867,132.782351032,
L1_C3	5	1400.62476598	81	53	ApicalDendrite	215.714104049,
L1_C3	7	1576.55284013	64	80	ApicalDendrite	196.016881071,
L1_D1	0	1509.22547135	41	81	ApicalDendrite	220.876920544,
L1_D2	27	1422.39295719	50	25	ApicalDendrite	85.3774997133,
L1_D2	31	1329.13290205	54	17	ApicalDendrite	232.028764398,
L1_D2	39	1389.67329344	79	53	ApicalDendrite	318.62355875,
L1_D2	48	1422.37518599	57	61	ApicalDendrite	290.18771535,
L1_D3	4	1533.75931418	52	142	ApicalDendrite	80.1618321398,
L1_D3	5	1473.53756036	82	78	ApicalDendrite	144.683710699,
L23Trans_B2	0	198.866917568	4	226	Dendrite	146.16645192,
L23Trans_B2	1	84.5408511745	10	22	ApicalDendrite	165.519917091,
L23Trans_B2	2	1048.80185787	40	57	ApicalDendrite	185.771884463,
L23Trans_B2	3	974.222878958	51	5	ApicalDendrite	75.5971996892,247.065484521,
L23Trans_B2	4	1181.20901525	62	1	ApicalDendrite	5.68461567319,
L23Trans_B2	5	518.97417663	38	317	ApicalDendrite	289.988281706,
L23Trans_B3	0	305.87473513	28	86	ApicalDendrite	257.245289821,
L23Trans_C1	2	1362.79587945	81	32	ApicalDendrite	285.251457872,
L23Trans_C1	3	878.315405976	38	549	ApicalDendrite	223.123124883,
L23Trans_C1	4	1521.53215486	52	136	ApicalDendrite	142.81827577,
L23Trans_C1	5	1273.44436414	40	195	ApicalDendrite	146.106257956,261.019439045,266.865254709,
L23Trans_C2	0	1133.91806309	61	106	ApicalDendrite	264.959676382,
L23Trans_C2	3	996.084974249	40	20	ApicalDendrite	54.4849241782,204.877481207,274.946804075,
L23Trans_C2	6	1175.85656192	66	145	ApicalDendrite	256.244576518,
L23Trans_C2	7	1203.76274959	62	13	ApicalDendrite	277.31716984,
L23Trans_C2	12	1004.44647047	51	22	ApicalDendrite	113.906793218,
L23Trans_C2	15	931.204521717	38	587	ApicalDendrite	158.98345466,
L23Trans_C2	18	134.369382437	19	15	ApicalDendrite	254.948266793,
L23Trans_C2	19	564.586401744	38	361	ApicalDendrite	212.352597472,
L23Trans_C2	21	1482.38855004	73	29	ApicalDendrite	26.4091255383,
L23Trans_C2	22	738.219527811	38	460	ApicalDendrite	257.868985016,
L23Trans_C2	24	1177.2294498	66	146	ApicalDendrite	253.567433005,
L23Trans_C2	25	991.631492482	61	14	ApicalDendrite	255.381972468,
L23Trans_C2	27	1294.01463328	80	69	ApicalDendrite	6.15603116552,
L23Trans_C2	35	1191.04505445	63	9	ApicalDendrite	60.7642462518,
L23Trans_C2	38	1407.08560569	82	46	ApicalDendrite	326.683250143,
L23Trans_C2	39	789.395915555	38	493	ApicalDendrite	98.0364927258,123.999647935,
L23Trans_C2	41	1058.05539534	51	58	ApicalDendrite	47.4809875332,253.620690356,
L23Trans_C2	42	992.981525967	51	16	ApicalDendrite	153.879797297,
L23Trans_C2	43	1407.38293715	50	16	ApicalDendrite	51.6669772906,
L23Trans_C2	45	296.828516403	23	106	ApicalDendrite	188.00168542,253.483482153,
L23Trans_C2	46	1037.25960358	51	42	ApicalDendrite	253.483482153,
L23Trans_C2	47	1166.46917296	40	133	ApicalDendrite	45.547639261,248.172688722,
L23Trans_C2	49	594.107449774	38	374	ApicalDendrite	36.7012187666,253.752297889,
L23Trans_C2	51	80.9244562083	120	13	Dendrite	145.373137677,
L23Trans_C2	53	1178.71923326	51	127	ApicalDendrite	254.757742557,
L23Trans_C2	58	331.174984862	38	70	ApicalDendrite	115.797856576,
L23Trans_C2	62	946.194934004	38	596	ApicalDendrite	10.7802331021,255.623808185,
L23Trans_C2	63	51.9800575134	150	1	Dendrite	44.1901623968,
L23Trans_C2	65	1465.48373691	49	35	ApicalDendrite	213.367620095,
L23Trans_C2	66	978.875465561	40	7	ApicalDendrite	256.845861964,257.066010277,
L23Trans_C2	68	1029.47601611	66	48	ApicalDendrite	63.0819992001,151.718493398,
L23Trans_C2	70	1004.44647047	51	22	ApicalDendrite	40.347686998,257.656329643,
L23Trans_C2	71	1068.16024711	61	64	ApicalDendrite	23.9322212301,291.975258931,
L23Trans_C2	72	1140.89368479	66	122	ApicalDendrite	48.4360998367,
L23Trans_C2	78	919.952724209	38	577	ApicalDendrite	41.8347930278,247.872389151,
L23Trans_D2	0	1527.84631638	52	139	ApicalDendrite	55.900088689,
L23Trans_D2	1	1489.26152214	57	90	ApicalDendrite	94.5839360384,
L23Trans_D2	2	1381.4670467	62	106	ApicalDendrite	57.4690117929,286.943723045,
L23Trans_D2	3	234.052160577	105	128	Dendrite	279.067597805,
L23Trans_D2	4	1320.25381363	63	86	ApicalDendrite	217.29696567,
L23Trans_D2	5	191.155109094	24	7	ApicalDendrite	274.03819257,
L23Trans_D2	6	1290.04105381	62	57	ApicalDendrite	106.951356518,
L23Trans_D2	7	1427.35148544	65	10	ApicalDendrite	29.661897412,
L23Trans_D2	9	1239.0295462	62	28	ApicalDendrite	26.3978110033,
L2_B1	16	93.1622937482	14	10	ApicalDendrite	274.924532985,
L2_B1	19	1129.45615242	66	114	ApicalDendrite	260.786883837,
L2_B1	33	210.206143639	99	81	Dendrite	60.3141087794,160.50642216,
L2_B1	49	1121.42761076	51	97	ApicalDendrite	280.74650412,
L2_B1	60	82.0719699929	161	44	Dendrite	97.0083773975,
L2_B2	16	1298.12543683	79	7	ApicalDendrite	326.565740416,
L2_B2	36	141.524007662	88	3	Dendrite	261.966085714,
L2_B2	38	216.124705398	152	59	Dendrite	104.932764356,
L2_B2	75	1259.1855128	63	52	ApicalDendrite	39.5032345985,
L2_B2	131	1315.26925042	42	9	ApicalDendrite	282.083308862,
L2_B2	132	1409.10796233	59	70	ApicalDendrite	282.083308862,
L2_B2	151	171.674466163	84	125	ApicalDendrite	290.581184662,
L2_B2	193	1344.05880084	45	0	ApicalDendrite	168.853681595,289.151775795,
L2_B2	197	292.361586338	28	63	ApicalDendrite	331.431997325,
L2_B2	208	110.65825779	165	20	Dendrite	79.2597301033,
L2_B2	225	1366.80101603	63	120	ApicalDendrite	131.018557657,
L2_B2	237	217.272639353	160	255	Dendrite	30.7551977826,
L2_B2	238	1257.73004292	63	51	ApicalDendrite	151.049915316,
L2_B2	251	82.7130559505	9	24	ApicalDendrite	287.48399864,
L2_B2	266	328.669862371	30	7	ApicalDendrite	113.370725677,
L2_B2	267	324.678509704	30	4	ApicalDendrite	113.370725677,
L2_B2	271	180.413532067	22	15	ApicalDendrite	267.639449948,
L2_B2	272	157.512585217	126	81	Dendrite	235.989115168,
